"Phrase","Count"
"to our new",1
"our new function",4
"new function to",3
"print a blank",2
"a blank line",2
"have we now",1
"we now done",1
"now done enough",1
"done enough to",1
"enough to make",1
"to make our",2
"make our HTML",1
"our HTML document",2
"HTML document properly",1
"document properly shown",1
"properly shown on",1
"shown on screen?",1
"on screen? If",1
"screen? If we",1
"If we bring",1
"we bring in",1
"bring in our",2
"in our index2",1
"our index2 document",2
"index2 document, and",1
"can see that",3
"see that the",1
"that the problem",1
"the problem we",1
"problem we had",1
"we had with",1
"had with the",1
"underline tag has",1
"tag has now",1
"has now been",1
"now been resolved",1
"have the link",1
"the link to",1
"link to go",1
"to go to",2
"page 5, we",1
"have the underline",1
"the underline text",1
"underline text which",1
"which is 'test'",1
"is 'test', and",1
"and the remainder",1
"the remainder of",1
"remainder of the",1
"of the line",2
"the line is",1
"line is showing",1
"is showing as",1
"showing as not",1
"as not being",1
"not being underlined",1
"And we still",1
"still have operational",1
"have operational links",1
"operational links to",1
"links to each",1
"to each of",4
"of the pages",4
"it's always a",1
"always a good",1
"a good idea",1
"good idea to",1
"idea to compare",1
"to compare our",1
"compare our browser",1
"our browser with",1
"browser with a",1
"with a standard",1
"a standard browser",2
"if we double-click",1
"we double-click on",1
"double-click on our",1
"on our index2",1
"index2 document and",1
"document and bring",1
"and bring up",1
"bring up a",1
"up a Chrome",1
"a Chrome browser",3
"Chrome browser, and",1
"if we compare",2
"we compare that",2
"compare that with",1
"that with our",1
"with our browser",1
"our browser, we'll",1
"we'll see we're",1
"see we're fairly",1
"we're fairly close",2
"We're missing an",1
"missing an extra",1
"an extra line",3
"extra line at",1
"line at the",1
"end of each",1
"of each of",5
"of the sections",1
"the sections of",1
"sections of text",1
"of text where",1
"text where the",1
"where the paragraphs",1
"the paragraphs are",1
"paragraphs are, but",1
"but apart from",1
"apart from that",1
"from that, we're",1
"the solution for",1
"solution for our",1
"for our problem",1
"our problem printing",1
"problem printing seems",1
"printing seems to",1
"seems to have",1
"to have been",1
"have been caused",1
"been caused by",1
"caused by this",1
"by this graphics",1
"this graphics print",1
"graphics print statement",1
"While this is",1
"this is actually",1
"is actually putting",1
"actually putting the",1
"putting the cursor",1
"the cursor down",2
"cursor down to",2
"available line, it's",1
"it's not resetting",1
"not resetting the",1
"resetting the global",1
"the global coordinates",1
"global coordinates for",1
"coordinates for X",1
"for X and",1
"take this line",1
"this line of",4
"of code out",1
"code out completely",1
"out completely, and",1
"and I've put",1
"I've put an",1
"put an additional",1
"an additional print-blind",1
"additional print-blind line",1
"print-blind line up",1
"line up here",1
"a section which",1
"section which handles",1
"which handles text",1
"handles text which",1
"is not an",2
"not an image",2
"if we try",13
"we try running",12
"an application now",1
"application now, hopefully",1
"hopefully this should",1
"this should fix",1
"should fix the",1
"fix the problem",1
"And indeed, we",1
"have the paragraphs",1
"the paragraphs quite",1
"paragraphs quite correctly",1
"quite correctly for",1
"correctly for the",1
"for the text",1
"the text, and",1
"and we appear",1
"we appear to",1
"appear to have",1
"to have it",1
"have it for",1
"it for the",1
"for the images",1
"the images as",1
"images as well",1
"compare that against",1
"that against a",1
"against a standard",1
"standard browser, we",1
"can see our",1
"see our text",1
"our text is",1
"text is appearing",1
"is appearing more",1
"appearing more or",1
"or less exactly",1
"less exactly where",1
"exactly where it",1
"where it should",1
"We have each",1
"have each of",1
"of the images",1
"the images which",1
"images which have",1
"which have embedded",1
"have embedded links",1
"have the URL",1
"the URL, which",1
"is a text",2
"text URL, and",1
"we have underline",1
"have underline and",1
"underline and non-underline",1
"and non-underline text",1
"non-underline text within",1
"text within the",1
"within the same",1
"the same paragraph",2
"we have added",4
"have added support",1
"added support for",1
"we have amended",1
"have amended the",1
"amended the text",1
"the text URLs",1
"text URLs to",1
"URLs to be",1
"to be displayed",1
"be displayed in",1
"displayed in blue",1
"in blue and",1
"blue and with",1
"and with an",1
"with an underline",1
"an underline, making",1
"making it more",1
"it more obvious",1
"more obvious to",1
"obvious to the",1
"the user that",2
"user that this",2
"that this is",4
"this is indeed",2
"indeed a URL",1
"obviously there is",1
"is a great",1
"great deal more",3
"deal more to",3
"to do in",2
"do in our",2
"in our browser",3
"the purpose of",1
"purpose of this",1
"of this project",1
"this project is",1
"project is to",1
"is to cover",1
"to cover areas",1
"cover areas of",1
"areas of Power",1
"of Power Basic",1
"Power Basic that",5
"Basic that we",1
"that we may",1
"we may never",1
"may never have",1
"never have covered",1
"have covered before",1
"covered before, allowing",1
"us to pick",2
"to pick up",3
"pick up new",1
"up new skills",1
"Welcome to an",2
"to an update",2
"an update for",2
"update for the",2
"Power Basic for",4
"Basic for Beginners",4
"for Beginners YouTube",4
"Beginners YouTube channel",4
"We have recently",2
"have recently gained",2
"recently gained a",2
"gained a few",2
"a few new",2
"few new subscribers",2
"new subscribers to",2
"subscribers to the",2
"to the channel",4
"the channel and",2
"channel and as",2
"and as it's",2
"as it's some",2
"it's some time",2
"some time since",3
"time since our",2
"since our last",2
"our last update",2
"last update then",2
"update then this",2
"then this short",2
"this short video",2
"short video should",2
"video should provide",2
"should provide some",2
"provide some useful",2
"some useful information",2
"useful information to",2
"information to assist",2
"to assist you",2
"assist you in",2
"you in getting",2
"in getting the",2
"getting the most",2
"the most from",2
"most from the",2
"from the channel",2
"can see we're",2
"see we're now",2
"we're now on",2
"now on the",2
"on the Power",4
"There are currently",2
"are currently 426",2
"currently 426 videos",2
"426 videos on",2
"videos on this",2
"on this channel",2
"this channel, covering",2
"covering many topics",2
"many topics on",2
"topics on both",2
"on both the",2
"both the Power",3
"Basic Windows and",2
"Windows and Console",6
"and Console Compilers",6
"click on the",9
"on the More",2
"the More section",2
"More section here",2
"section here, we",2
"see that source",2
"that source files",2
"source files for",2
"files for these",2
"for these projects",2
"these projects are",2
"projects are available",2
"are available on",2
"available on an",2
"on an external",2
"an external website",2
"external website, this",2
"one here, the",2
"the GSF Software",2
"GSF Software website",2
"If we go",6
"we go to",4
"to that link",2
"that link, it",2
"it takes us",3
"takes us to",3
"us to this",2
"to this page",2
"This site is",2
"site is in",2
"is in fact",3
"in fact an",2
"fact an index",2
"an index to",2
"index to the",2
"to the YouTube",4
"the YouTube channel",2
"YouTube channel, indexing",2
"indexing all the",2
"all the videos",8
"the videos which",4
"videos which are",2
"which are on",3
"are on the",2
"on the channel",2
"On the Recently",2
"the Recently Added",2
"Recently Added page",2
"Added page we",2
"page we have",3
"we have all",3
"have all the",2
"all the recent",2
"the recent videos",2
"recent videos that",2
"videos that have",2
"that have been",2
"have been added",4
"been added to",2
"added to the",2
"can see, each",2
"each video is",2
"video is listed",2
"is listed separately",2
"have a compiler",2
"a compiler or",2
"compiler or topic",2
"or topic, which",2
"which is an",2
"is an icon",2
"an icon to",2
"icon to show",2
"to show what",2
"show what type",2
"what type of",2
"type of video",2
"of video it",2
"video it is",2
"it is, in",2
"this case a",3
"case a podcast",2
"a podcast and",2
"podcast and the",2
"and the next",4
"the next one",4
"next one down",2
"one down is",2
"down is a",2
"is a video",2
"a video on",3
"video on the",3
"This website also",2
"website also charts",2
"also charts the",2
"charts the videos",2
"the videos for",2
"videos for my",2
"for my Hardware",2
"my Hardware channel",2
"Hardware channel, which",2
"which are shown",2
"are shown by",2
"shown by this",2
"by this icon",2
"this icon here",2
"Videos on purely",2
"on purely console",2
"purely console applications",2
"console applications are",2
"applications are shown",2
"are shown with",2
"shown with this",2
"with this icon",2
"this icon, and",2
"and videos which",2
"videos which cover",4
"which cover both",4
"cover both the",4
"both the console",3
"the console and",2
"console and the",2
"and the Windows",3
"the Windows Compilers",2
"Windows Compilers are",2
"Compilers are shown",2
"are shown again",2
"shown again with",2
"again with a",3
"with a different",2
"a different icon",2
"So apart from",2
"apart from the",2
"from the obvious",2
"the obvious details",2
"obvious details of",2
"details of the",4
"of the subject",2
"the subject of",2
"subject of the",2
"of the video",2
"the video and",2
"video and the",2
"and the date",2
"the date on",2
"date on which",2
"on which it",2
"which it was",2
"it was uploaded",2
"was uploaded to",2
"uploaded to YouTube",2
"to YouTube, we",2
"also have a",2
"have a short",2
"a short description",2
"the website goes",2
"website goes further",2
"goes further, it",2
"it not only",2
"not only gives",2
"only gives you",2
"you a link",2
"a link to",4
"link to the",4
"the YouTube video",2
"YouTube video itself",2
"video itself, but",2
"but it gives",2
"it gives you",2
"gives you keywords",2
"If you are",8
"you are interested",8
"are interested in",6
"interested in videos",4
"in videos on",2
"videos on a",2
"on a similar",2
"a similar subject",2
"similar subject, you",2
"you can click",4
"can click on",6
"click on a",2
"on a keyword",2
"This brings up",2
"brings up a",2
"up a separate",2
"a separate page",4
"separate page, in",2
"this case all",2
"case all the",2
"the videos with",2
"videos with the",2
"with the podcast",2
"the podcast keyword",2
"on the intro",2
"the intro keyword",2
"intro keyword, we'll",2
"we'll be taken",2
"be taken to",2
"taken to 47",2
"to 47 videos",2
"47 videos, which",2
"which are all",2
"are all introduction",2
"all introduction to",2
"introduction to Power",2
"to Power Basic",4
"Power Basic videos",2
"if there is",2
"there is any",2
"is any source",2
"any source code",2
"source code associated",2
"code associated with",2
"associated with a",2
"with a video",2
"a video, then",2
"then there will",2
"there will be",2
"will be an",2
"be an icon",2
"an icon in",2
"icon in the",2
"in the source",2
"the source view",4
"source view column",2
"view column, and",2
"and if you",3
"if you click",4
"you click on",4
"click on that",4
"on that, you",4
"will see the",5
"see the actual",2
"the actual source",2
"actual source code",2
"source code of",4
"code of the",2
"of the core",2
"the core Power",2
"core Power Basic",2
"Power Basic project",2
"Basic project file",2
"you to view",4
"to view the",4
"view the source",6
"the source code",8
"source code quite",2
"code quite easily",2
"quite easily from",2
"easily from this",2
"from this site",2
"wish to download",2
"to download all",2
"download all the",2
"all the files",2
"the files for",2
"files for this",2
"for this particular",3
"this particular project",2
"particular project, there",2
"is a zip",2
"a zip files",2
"zip files download",2
"files download icon",2
"Clicking on that",2
"on that will",2
"that will allow",2
"will allow you",3
"allow you to",5
"you to download",2
"to download the",2
"download the zip",2
"the zip file",3
"The GitHub link",2
"GitHub link will",2
"link will take",2
"will take you",2
"take you to",2
"you to GitHub",2
"to GitHub, where",2
"where you can",2
"you can view",2
"can view and",2
"view and download",2
"and download the",2
"download the files",2
"the files from",2
"files from here",2
"This page only",2
"page only covers",2
"only covers those",2
"covers those videos",2
"those videos which",2
"videos which have",6
"which have been",2
"been added recently",2
"in videos purely",2
"videos purely for",2
"purely for the",2
"console compiler, if",2
"you will get",2
"will get a",2
"get a list",2
"a list of",4
"list of all",4
"of all the",5
"the videos to",2
"videos to do",2
"to do with",2
"do with the",2
"with keywords and",2
"keywords and the",2
"and the ability",2
"ability to download",2
"to download or",2
"download or view",2
"or view the",2
"source code for",5
"code for each",2
"for each of",5
"each of these",12
"of these files",2
"are interested purely",2
"interested purely in",2
"purely in the",2
"in the Windows",3
"the Windows compiler",4
"Windows compiler, you",2
"you can do",4
"can do the",2
"same for it",2
"a section for",4
"section for videos",2
"for videos which",2
"cover both Windows",2
"both Windows and",2
"For third party",4
"third party add-ons",2
"party add-ons, we",2
"section for that",2
"for that too",2
"And for third",2
"third party videos",2
"party videos that",2
"videos that cover",2
"that cover both",2
"both the Windows",2
"the Windows and",2
"console compilers, there",2
"there is again",2
"is again a",2
"again a separate",2
"Again for Power",2
"for Power Basic",4
"Power Basic introductions",2
"Basic introductions, Projects",2
"Projects and Design",2
"and Design, and",2
"have added a",3
"added a new",4
"a new entry",2
"new entry of",2
"entry of podcasts",2
"now have prepared",2
"have prepared a",2
"prepared a number",2
"a number of",16
"number of audio",2
"of audio podcasts",2
"audio podcasts, which",2
"which link to",2
"link to videos",2
"to videos which",2
"which have already",2
"have already been",2
"already been uploaded",4
"These videos give",2
"videos give you",2
"give you the",2
"you the opportunity",2
"the opportunity to",2
"opportunity to listen",2
"to listen to",2
"listen to an",2
"to an audio",2
"an audio discussion",2
"audio discussion on",2
"discussion on the",2
"on the topic",2
"the topic of",2
"topic of a",2
"of a particular",2
"a particular video",2
"particular video which",2
"video which has",2
"which has already",2
"And the last",2
"the last two",3
"last two options",2
"two options in",2
"options in here",2
"in here allow",2
"here allow you",2
"allow you a",2
"you a bit",2
"a bit more",2
"bit more flexibility",2
"interested in a",2
"in a specific",2
"a specific keyword",2
"specific keyword, for",2
"for example browser",2
"example browser, you",2
"on the browser",3
"the browser keyword",2
"And this will",4
"this will give",5
"will give you",2
"give you a",2
"you a list",2
"which have that",2
"have that keyword",2
"And the library",2
"the library files",2
"library files allow",2
"files allow you",2
"code of libraries",2
"of libraries used",2
"libraries used within",2
"used within the",4
"within the projects",2
"the projects, by",2
"by clicking on",2
"clicking on the",2
"on the source",2
"source view icon",2
"allows you, regardless",2
"regardless of where",2
"of where you",2
"where you are",2
"you are in",2
"are in the",2
"in the world",2
"the world, the",2
"ability to look",2
"to look at",2
"look at source",2
"at source code",2
"code for Power",2
"And as always",2
"as always, this",2
"this website does",2
"website does not",2
"does not use",2
"not use cookies",2
"use cookies or",2
"cookies or any",2
"or any similar",2
"any similar tracking",2
"similar tracking technologies",2
"And should allow",2
"should allow you",2
"allow you an",2
"you an easier",2
"an easier method",2
"easier method of",2
"method of actually",2
"of actually finding",2
"actually finding YouTube",2
"finding YouTube videos",2
"YouTube videos to",2
"videos to watch",2
"find this website",2
"this website of",2
"website of use",2
"of use in",2
"use in your",2
"in your Power",2
"your Power Basic",2
"Power Basic coding",2
"for the PowerBasic",2
"the PowerBasic Windows",2
"PowerBasic Windows compiler",2
"at the use",1
"use of OpenGL",1
"That's the Open",1
"the Open Graphics",2
"Open Graphics Library",2
"Graphics Library within",1
"Library within your",1
"within your applications",2
"Today we're going",5
"to be looking",4
"be looking at",3
"looking at the",2
"at the Open",1
"OpenGL is a",1
"is a cross-language",1
"a cross-language, cross-platform",1
"cross-platform API for",1
"API for rendering",1
"for rendering 2D",1
"rendering 2D and",1
"2D and 3D",1
"and 3D vector",1
"3D vector graphics",1
"Although OpenGL is",1
"OpenGL is no",1
"is no longer",2
"no longer in",1
"longer in active",1
"in active development",1
"active development, there",1
"there are extensions",1
"are extensions which",1
"extensions which can",1
"which can provide",1
"can provide additional",1
"provide additional functionality",1
"today we are",1
"we are just",1
"are just going",1
"just going to",1
"of the OpenGL32.dll",1
"the OpenGL32.dll that",1
"OpenGL32.dll that ships",1
"that ships with",1
"ships with Windows",1
"with Windows 10",1
"Windows 10 and",1
"10 and 11",1
"and 11, by",1
"by looking at",1
"looking at a",1
"at a piece",1
"piece of software",1
"of software created",1
"software created by",1
"created by Gary",1
"by Gary Beene",1
"Gary Beene, to",1
"to which I've",1
"which I've added",1
"I've added a",1
"added a couple",1
"a couple of",3
"couple of small",1
"of small additions",1
"I'll put a",1
"put a link",1
"link to Gary's",1
"to Gary's website",1
"Gary's website in",1
"website in the",1
"in the description",1
"the description below",1
"This site contains",1
"site contains lots",1
"contains lots of",1
"lots of useful",1
"of useful examples",1
"useful examples of",1
"examples of PowerBasic",1
"of PowerBasic code",1
"can see on",2
"see on screen",2
"on screen, we're",1
"to be demonstrating",1
"be demonstrating the",1
"demonstrating the 10",1
"the 10 primitives",1
"10 primitives that",1
"primitives that OpenGL",2
"that OpenGL supports",2
"OpenGL supports, from",1
"from points all",1
"points all the",1
"all the way",2
"the way down",1
"way down to",1
"down to polygons",1
"I have added",1
"have added more",1
"added more options",1
"more options at",1
"options at the",1
"of the list",2
"the list, which",1
"which we'll cover",1
"we'll cover later",1
"cover later in",1
"later in the",1
"in the video",1
"can see at",1
"see at the",1
"the moment is",1
"moment is the",1
"is the use",1
"of the points",1
"have six points",1
"six points and",1
"points and we're",1
"and we're rotating",1
"we're rotating around",1
"rotating around these",1
"If we switch",1
"we switch to",1
"switch to Lines",1
"to Lines, we",1
"can see we",4
"see we have",6
"two lines on",1
"lines on the",1
"the screen, one",1
"one in red",1
"in red and",1
"red and one",1
"and one using",1
"one using a",1
"using a gradient",1
"a gradient fill",3
"The next is",2
"next is Line",2
"is Line Strip",1
"This allows us",6
"us to display",1
"to display a",1
"display a longer",1
"a longer and",1
"longer and more",1
"and more angular",1
"more angular line",1
"is Line Loop",1
"Line Loop, which",1
"which is showing",1
"is showing a",1
"showing a closed",1
"a closed, four-sided",1
"If we now",1
"we now go",2
"now go to",1
"go to Triangles",1
"to Triangles, we",1
"we can demonstrate",1
"can demonstrate the",1
"demonstrate the use",2
"use of gradient",1
"of gradient fills",1
"Each corner of",1
"corner of the",3
"of the triangle",1
"the triangle has",1
"triangle has a",1
"has a base",1
"a base RGB",1
"base RGB colour",1
"Triangle Strip allows",1
"Strip allows us",2
"us to add",1
"to add triangles",1
"add triangles together",1
"next one is",2
"one is Triangle",1
"is Triangle Fan",1
"can see, this",1
"this takes the",2
"takes the concept",1
"the concept a",1
"concept a little",1
"a little further",1
"with a gradient",2
"Quads takes us",1
"takes us into",1
"us into the",1
"into the realm",1
"the realm of",1
"realm of four-sided",1
"of four-sided figures",1
"Quads Strip allows",1
"us to join",1
"to join these",1
"join these four-sided",1
"these four-sided figures",1
"four-sided figures together",1
"figures together, again",1
"again here with",1
"here with a",1
"Next is Polygons",1
"you to specify",2
"to specify the",4
"specify the coordinates",1
"the coordinates of",3
"coordinates of each",2
"of the vertices",1
"the vertices of",1
"vertices of the",1
"of the polygon",1
"The final four",1
"final four elements",1
"four elements are",1
"elements are not",1
"are not primitives",1
"These are built",1
"are built up",1
"built up from",1
"up from the",2
"from the primitives",1
"the primitives themselves",1
"we will have",1
"will have a",1
"at the Wire",1
"the Wire Sphere",1
"us to specify",2
"to specify quite",1
"specify quite easily",1
"quite easily on",1
"easily on screen",1
"on screen a",3
"screen a sphere",1
"a sphere with",1
"sphere with a",1
"with a number",1
"number of longitude",1
"of longitude and",1
"longitude and latitude",1
"and latitude lines",1
"The sphere is",1
"sphere is formed",1
"is formed up",1
"formed up of",1
"up of quad",1
"of quad strips",1
"quad strips, except",1
"except for the",1
"for the north",1
"the north and",1
"north and south",1
"and south poles",1
"south poles, which",1
"which are triangle",1
"are triangle fans",1
"We can specify",1
"can specify a",1
"specify a circle",1
"a circle quite",1
"circle quite easily",1
"quite easily, and",1
"and this one",1
"this one has",1
"one has a",1
"has a nice",1
"a nice gradient",1
"nice gradient fill",1
"one is Spheres",1
"this case, it",1
"it appears as",1
"appears as if",1
"as if it's",1
"if it's a",3
"it's a billiard",1
"a billiard ball",1
"We have incorporated",1
"have incorporated lighting",1
"incorporated lighting and",1
"lighting and shading",1
"and shading on",1
"shading on this",1
"on this one",1
"this one, to",1
"to give quite",1
"give quite a",1
"quite a realistic",1
"a realistic rendition",1
"realistic rendition of",1
"rendition of a",1
"of a sphere",1
"And the final",2
"the final one",2
"final one is",2
"one is Teapot",1
"What would a",1
"would a 3D",1
"a 3D demonstration",1
"3D demonstration be",1
"demonstration be without",1
"be without the",1
"without the traditional",1
"the traditional teapot",1
"traditional teapot shape?",1
"teapot shape? So",1
"shape? So we",1
"we will next",1
"will next look",1
"next look at",1
"at the Power",1
"Power Basic code",1
"Basic code that's",1
"code that's been",1
"that's been used",1
"been used to",1
"used to generate",1
"to generate these",1
"generate these images",1
"at the code",2
"top of our",2
"our code, we",1
"we have listed",1
"have listed the",1
"listed the ten",1
"the ten different",1
"ten different primitives",1
"different primitives that",1
"Line Strips, Line",1
"Line Loops, Triangle",1
"Triangle Strips, Triangle",1
"Triangle Fans and",1
"Fans and finally",1
"and finally, Quad",1
"We're now including",1
"now including four",1
"including four libraries",1
"four libraries with",1
"libraries with this",1
"with this code",1
"this code –",1
"code – the",1
"– the standard",1
"the standard Windows",1
"standard Windows 32",1
"Windows 32 API",1
"32 API library",1
"API library and",1
"library and three",1
"and three additional",1
"three additional ones",1
"additional ones, coming",1
"coming from José",1
"from José Roca",1
"The GL include",1
"GL include, the",1
"the GLU include",1
"GLU include and",1
"include and the",1
"and the AFX",1
"the AFX GLUT",1
"AFX GLUT include",1
"I've added each",1
"added each of",1
"of these libraries",1
"these libraries to",1
"libraries to the",1
"to the zip",1
"zip file to",1
"file to make",1
"to make it",2
"make it easy",1
"it easy for",1
"easy for you",1
"for you to",1
"you to test",1
"to test out",1
"test out this",1
"out this program",1
"And I've created",1
"I've created an",1
"created an enumeration",1
"an enumeration for",1
"enumeration for all",1
"for all of",1
"all of these",2
"of these primitives",1
"We've also used",1
"also used a",1
"used a macro",1
"a macro to",1
"macro to define",1
"to define the",3
"define the constant",1
"the constant pi",1
"The dialog is",1
"dialog is quite",1
"is quite straightforward",1
"We're using option",1
"using option buttons",1
"And the graphics",1
"the graphics are",1
"graphics are displayed",1
"are displayed actually",1
"displayed actually on",1
"actually on a",1
"on a label",1
"a label control",1
"label control called",1
"control called 'id_Label'",1
"So the work",1
"the work begins",1
"work begins in",2
"begins in the",2
"in the callback",1
"the callback function",1
"callback function, the",1
"the Event handler",1
"In here, we're",1
"we're doing a",3
"doing a number",1
"number of things",1
"of things to",1
"things to set",1
"We're using two",1
"using two subroutines",1
"two subroutines, first",1
"first of all",7
"of all to",1
"all to get",1
"get the render",1
"the render context",1
"render context and",1
"context and secondly",1
"and secondly, to",1
"to initialize the",1
"initialize the scene",1
"We'll cover these",1
"cover these in",1
"these in a",1
"Then we're setting",1
"we're setting up",1
"setting up a",1
"up a timer",1
"a timer, triggering",1
"triggering every 50",1
"every 50 milliseconds",1
"This is to",2
"is to allow",1
"to allow us",7
"us to change",1
"to change your",1
"change your viewpoint",1
"your viewpoint of",1
"viewpoint of the",1
"of the 3D",1
"the 3D or",1
"3D or 2D",1
"or 2D object",1
"And when any",1
"when any of",1
"of the option",1
"the option buttons",1
"option buttons are",1
"buttons are selected",1
"are selected, we",1
"we are calling",1
"are calling a",1
"calling a routine",1
"a routine called",1
"routine called 'draw",1
"called 'draw scene'",1
"Draw scene is",1
"scene is the",1
"is the routine",1
"the routine which",2
"routine which will",1
"which will draw",1
"will draw the",1
"draw the image",1
"the image onto",1
"image onto the",1
"onto the screen",1
"This is called",1
"is called from",2
"called from a",1
"from a number",2
"number of places",1
"from the timer",1
"the timer and",1
"timer and from",1
"and from the",1
"from the paint",1
"This takes a",1
"takes a number",1
"number of parameters",2
"of parameters, either",1
"either to have",1
"to have rotation",1
"have rotation or",1
"rotation or no",1
"or no rotation",1
"So if we",18
"if we look",3
"we look first",1
"look first of",1
"of all at",1
"all at the",1
"at the get_render_context",1
"the get_render_context subroutine",1
"This is first",1
"is first of",1
"of all setting",1
"all setting up",1
"setting up the",3
"up the pixel",1
"the pixel format",1
"pixel format properties",1
"format properties for",1
"properties for our",1
"for our device",1
"our device context",1
"We're going for",4
"going for 24-bit",1
"for 24-bit for",1
"24-bit for both",1
"for both the",1
"both the colour",1
"the colour bits",1
"colour bits and",1
"bits and for",1
"and for the",2
"for the depth",1
"And this command",1
"this command here",1
"command here, 'control",1
"'control handle', gets",1
"gets the handle",1
"the handle of",2
"handle of our",1
"of our label",1
"our label control",1
"label control and",1
"control and stores",1
"and stores it",1
"stores it in",1
"it in hLabel",1
"hLabel is a",1
"is a global",1
"a global variable",1
"And we're using",11
"we're using the",18
"using the get_dc",1
"the get_dc call",1
"get_dc call to",1
"call to get",2
"get the device",1
"the device context",1
"And another Windows",1
"another Windows API",2
"Windows API call",3
"API call, setPixelFormat",1
"set our pixel",1
"our pixel format",1
"pixel format up",1
"format up and",1
"up and ready",1
"and ready to",1
"ready to render",1
"is done, we're",1
"we're into the",1
"into the initialize",1
"the initialize scene",1
"And this is",8
"this is where",6
"is where we",4
"where we start",1
"we start using",1
"start using some",1
"using some of",1
"some of the",1
"of the OpenGL",1
"the OpenGL functions",1
"To clear the",4
"clear the colour",1
"the colour, to",1
"set the depth",1
"the depth, to",1
"specify the depth",1
"the depth function",1
"depth function, to",1
"to enable depth",1
"enable depth test",1
"depth test, to",1
"to go for",2
"go for smooth",1
"for smooth shading",1
"smooth shading and",1
"shading and to",1
"and to go",1
"go for the",2
"for the best",1
"the best quality",1
"best quality rendering",1
"quality rendering we",1
"rendering we can",1
"we can on",1
"can on our",1
"on our device",1
"at the routine",1
"routine which does",1
"which does all",1
"does all the",1
"all the work",1
"The one called",1
"one called draw",1
"called draw scene",1
"It takes in",1
"takes in the",1
"in the three",1
"the three parameters",3
"three parameters, the",1
"the X, Y",3
"Y and Z",2
"and Z coordinates",2
"And we're stepping",1
"we're stepping through",1
"stepping through each",1
"through each of",2
"of the possible",1
"the possible selections",1
"possible selections the",1
"selections the user",1
"the user has",5
"user has made",1
"So we're basically",1
"we're basically checking",1
"basically checking to",1
"checking to see",2
"to see which",1
"see which option",1
"which option button",1
"option button has",1
"button has been",1
"has been clicked",1
"been clicked on",1
"clicked on the",1
"We're then clearing",1
"then clearing the",1
"clearing the buffers",1
"the buffers and",1
"buffers and we're",1
"we're going through",1
"going through a",1
"through a series",2
"a series of",2
"series of routines",1
"of routines which",1
"routines which I've",1
"which I've done",1
"I've done my",1
"done my best",1
"my best to",1
"best to document",1
"As these are",1
"these are likely",1
"are likely to",1
"likely to be",1
"to be routines",1
"be routines you",1
"routines you have",1
"have not used",1
"not used before",1
"this is all",2
"is all set",1
"all set up",1
"set up, we're",1
"using a rotate",1
"a rotate call",1
"rotate call to",1
"call to work",1
"to work out",5
"work out the",2
"out the rotation",1
"the rotation of",1
"rotation of our",1
"of our coordinates",1
"our coordinates, both",1
"both the X",1
"Y and the",2
"and the Z",2
"the Z coordinates",2
"And the main",1
"the main work",1
"main work begins",1
"in the case",1
"the case statement",2
"This is testing",1
"is testing the",1
"testing the selection",1
"the selection you",1
"selection you have",1
"you have made",1
"have made from",1
"made from the",1
"from the options",1
"If we're doing",1
"we're doing points",1
"doing points, it's",1
"it's setting the",1
"setting the vertex",1
"the vertex of",1
"vertex of each",1
"of these points",1
"And it's held",1
"it's held within",1
"held within a",1
"within a begin",1
"a begin and",1
"begin and an",1
"and an end",1
"an end command",1
"And we give",1
"we give it",1
"give it the",1
"it the constant",1
"the constant to",1
"constant to see",1
"see what kind",1
"what kind of",1
"kind of object",1
"of object we're",1
"object we're dealing",1
"we're dealing with",1
"dealing with, in",1
"this case points",1
"The same with",1
"same with the",1
"with the lines",1
"the lines, the",1
"the line strip",1
"line strip and",1
"strip and the",1
"and the line",1
"the line loop",1
"The triangles are",1
"triangles are slightly",1
"are slightly different",1
"slightly different, as",1
"as in the",1
"in the triangles",1
"the triangles have",1
"triangles have different",1
"have different colours",1
"So the first",2
"the first corner",1
"first corner is",1
"corner is green",1
"is green, the",1
"the second is",1
"second is red",1
"is red and",1
"red and the",1
"one is blue",1
"And the same",1
"the same approach",5
"same approach is",1
"approach is taken",1
"is taken with",1
"taken with the",2
"with the triangle",2
"the triangle strip",1
"using the glColor3ub",1
"the glColor3ub function",1
"glColor3ub function to",1
"function to specify",1
"specify the color",1
"the color for",1
"color for each",1
"each of our",1
"of our vertices",1
"And again, a",1
"a similar approach",1
"similar approach taken",1
"approach taken with",1
"the triangle fan",2
"With the quads",1
"the quads, we're",1
"we're setting the",7
"setting the default",1
"the default vertex",1
"default vertex color",1
"vertex color in",1
"color in one",1
"in one line",1
"one line, as",1
"for the quads",1
"the quads strip",1
"quads strip, the",1
"same approach again",1
"So when we",1
"to the circle",1
"the circle, this",1
"this one is",1
"one is slightly",1
"is slightly different",2
"using the triangle",1
"triangle fan and",1
"fan and we're",1
"using a for",4
"a for next",7
"next loop, going",1
"going from 0",1
"from 0 to",1
"0 to 360",1
"So this allows",1
"to specify all",1
"specify all 360",1
"all 360 degrees",1
"using the glVertex2f",1
"the glVertex2f with",1
"glVertex2f with the",1
"with the radius",1
"the radius and",1
"radius and pi",1
"and pi to",1
"pi to draw",1
"to draw the",1
"draw the circle",1
"the circle on",1
"circle on the",1
"The change in",1
"change in the",1
"in the color",1
"the color is",1
"color is used",1
"is used by",1
"used by manipulating",1
"by manipulating three",1
