"Phrase","Count"
"will return the",14
"return the colour",1
"colour number that",1
"number that the",1
"that the colour",1
"the colour command",1
"colour command needs",1
"command needs to",1
"needs to use",1
"to use for",1
"use for our",1
"for our foreground",1
"our foreground colour",1
"And we're leaving",1
"we're leaving our",1
"leaving our background",1
"our background colour",1
"background colour as",2
"colour as minus",1
"as minus one",1
"this particular application",2
"particular application I'm",1
"application I'm leaving",1
"I'm leaving the",1
"leaving the background",1
"the background colour",5
"colour as black",1
"We'll create the",2
"create the get",1
"the get colour",1
"get colour function",2
"colour function in",1
"function in a",5
"a moment, but",1
"but let's push",2
"let's push on",3
"push on to",1
"on to do",1
"do the last",1
"the last couple",1
"last couple lines",1
"couple lines of",1
"code in this",1
"Having set the",2
"the colour should",1
"colour should the",1
"should the parameter",1
"the parameter have",1
"parameter have come",1
"have come in",1
"come in, we",1
"we want next",1
"want next to",1
"next to do",1
"do the setting",1
"the setting of",1
"setting of the",1
"of the location",1
"use the cell",1
"the cell command",1
"cell command for",1
"command for that",2
"for that, as",1
"have the row",1
"the column numbers",1
"that we've set",3
"we've set the",2
"the location we",1
"location we wish",1
"print to, we",1
"can then use",5
"then use the",6
"use the print",1
"the print command",2
"print command to",2
"command to print",1
"to print our",1
"print our text",2
"our text to",2
"text to the",5
"this case the",9
"case the print",1
"print command is",1
"command is followed",2
"is followed by",1
"followed by the",19
"by the variable",2
"the variable containing",1
"variable containing the",1
"containing the text",2
"the text you",3
"text you wish",2
"if you put",2
"you put a",1
"put a semicolon",1
"a semicolon at",1
"semicolon at the",1
"the line, it",1
"it means it",1
"means it will",1
"will not put",1
"not put a",1
"put a carriage",1
"a carriage return",3
"carriage return line",3
"return line feed",3
"line feed at",1
"feed at the",1
"of the text",7
"Which would automatically",1
"would automatically push",1
"automatically push the",1
"push the cursor",1
"the next row",2
"us to update",2
"to update specific",1
"update specific locations",1
"specific locations on",1
"locations on the",1
"the screen without",1
"screen without injecting",1
"without injecting an",1
"injecting an extra",1
"create this embedded",1
"this embedded get",1
"embedded get colour",1
"So this is",17
"be a fairly",2
"a fairly straightforward",2
"fairly straightforward function",2
"straightforward function whose",1
"be to return",1
"to return the",5
"return the number",2
"number of the",4
"of the associated",1
"the associated colour",1
"associated colour name",1
"So as we",11
"have all of",1
"of these colour",1
"these colour names",1
"colour names in",1
"names in a",1
"in a global",2
"a global array",7
"global array, we",2
"we merely have",7
"merely have to",9
"have to do",7
"to do a",7
"do a for-next",1
"a for-next loop",1
"for-next loop to",1
"loop to step",1
"to step through",11
"step through each",9
"through each element",3
"each element while",1
"element while looking",1
"while looking for",1
"looking for a",2
"for a match",1
"going for the",1
"for the zero",1
"the zero element",4
"zero element to",1
"element to the",1
"to the upper",4
"the upper bounding",15
"upper bounding of",11
"bounding of the",11
"of the array",48
"The UBOUND command",3
"UBOUND command will",1
"command will quite",1
"will quite easily",1
"quite easily return",1
"easily return the",1
"return the maximum",1
"the maximum number",5
"maximum number of",4
"number of elements",9
"of elements in",1
"elements in this",1
"in this particular",2
"this particular array",2
"particular array, which",1
"case is 15",1
"And we're comparing",1
"we're comparing the",1
"comparing the colour",1
"the colour that",2
"colour that come",1
"that come in",1
"come in with",1
"in with the",1
"with the parameters",2
"the parameters against",1
"parameters against the",1
"against the colour",1
"the colour held",1
"colour held in",1
"held in the",2
"using the U",1
"the U CASE",1
"U CASE command",1
"CASE command to",1
"command to force",1
"to force both",1
"force both of",1
"both of these",5
"of these strings",5
"these strings to",1
"strings to uppercase",1
"This avoids having",1
"avoids having a",1
"having a problem",1
"a problem where",1
"problem where the",1
"where the user",2
"user has actually",5
"has actually coded",1
"actually coded this",1
"coded this with",1
"this with lowercase",1
"with lowercase for",1
"lowercase for the",1
"for the name",4
"the name of",64
"of the colour",1
"the colour and",1
"colour and our",1
"and our array",1
"our array is",1
"array is holding",1
"is holding it",1
"holding it in",1
"it in mixcase",1
"Should this comparison",1
"this comparison return",1
"comparison return true",1
"return true, then",1
"then we're returning",1
"we're returning the",2
"returning the element",1
"the element number",8
"element number of",2
"the array, which",4
"is the colour",1
"colour number, and",1
"we can exit",4
"can exit the",4
"the function at",1
"function at that",1
"at that point",3
"application now to",4
"if we get",4
"we get the",12
"get the first",2
"the first line",3
"first line of",1
"line of text",1
"And there is",16
"there is our",19
"is our first",1
"our first piece",1
"first piece of",1
"of text on",1
"text on our",2
"The words monitor",1
"words monitor system",1
"monitor system and",1
"system and it's",1
"and it's printed",1
"it's printed in",1
"have the basic",1
"the basic mechanics",1
"basic mechanics in",1
"mechanics in our",1
"in our display",1
"our display headers",1
"function to operate",1
"to operate, we",1
"we can put",10
"can put additional",1
"put additional pieces",1
"additional pieces of",3
"pieces of information",9
"of information in",2
"information in to",1
"in to put",1
"to put text",1
"put text on",2
"text on the",4
"These will be",2
"will be additional",1
"be additional pieces",1
"of text which",1
"text which will",1
"which will not",1
"not change during",2
"change during the",3
"during the run",4
"the run of",4
"run of the",4
"the first of",6
"first of these",1
"of these is",3
"these is the",1
"is the word",1
"the word polling",2
"will be a",7
"be a section",1
"screen to indicate",1
"to indicate whether",1
"indicate whether polling",1
"whether polling is",1
"polling is active",1
"is active or",1
"active or inactive",1
"setting the row",1
"the row number",2
"row number to",1
"to be row",1
"be row number",2
"row number 4",1
"number 4 and",1
"4 and the",1
"the column number",5
"column number to",1
"to be column",1
"be column number",1
"column number 2",1
"we're displaying this",2
"displaying this in",2
"this in green",1
"in green text",1
"we put another",1
"put another 2",1
"another 2 in",1
"2 in, the",1
"the first saying",1
"first saying server",1
"saying server stats",1
"server stats on",1
"stats on row",1
"on row 6",1
"row 6 column",1
"6 column 2",1
"column 2 and",1
"2 and the",1
"the next set",2
"next set of",2
"set of text",1
"of text we're",1
"text we're putting",1
"we're putting on",1
"putting on is",1
"on is going",1
"to be 3",1
"be 3 sections",1
"3 sections all",1
"sections all in",1
"all in one",2
"in one row",1
"Displaying on row",1
"on row 8",2
"row 8 starting",1
"8 starting at",1
"starting at column",1
"at column 2",1
"we run our",9
"application now we",6
"now we can",7
"can see how",2
"see how this",1
"how this looks",1
"on screen we've",1
"screen we've got",1
"we've got monitor",1
"got monitor system",1
"monitor system, the",1
"word polling and",1
"polling and then",1
"and then server",1
"then server stats",1
"server stats in",1
"stats in a",1
"in a different",1
"a different color",2
"different color and",2
"color and then",1
"and then CPU",1
"then CPU load",1
"CPU load, CPU",1
"CPU response time",1
"response time and",2
"time and user",1
"and user count",1
"These are all",5
"are all the",3
"all the fixed",1
"the fixed pieces",1
"fixed pieces of",1
"text that will",1
"that will not",2
"not change within",1
"change within our",1
"within our for",2
"next loop which",1
"loop which we're",1
"which we're about",1
"we're about to",3
"about to do",2
"So I'm adding",1
"I'm adding a",1
"adding a number",1
"number of local",3
"of local variables",3
"local variables to",6
"variables to keep",2
"of the row",2
"the row, the",2
"the text and",3
"text and a",2
"and a count",1
"a count variable",1
"use the count",1
"the count variable",3
"count variable for",1
"for the number",3
"number of times",1
"of times we",1
"times we run",1
"we run round",1
"run round this",1
"round this loop",2
"Each time we",4
"time we pass",3
"we pass through",3
"pass through this",3
"through this loop",1
"this loop we",1
"loop we will",1
"we will increment",2
"will increment the",2
"increment the count",1
"Once the count",1
"count variable reaches",1
"variable reaches This",1
"reaches This means",1
"This means we",1
"we will no",1
"will no longer",3
"longer need the",1
"need the wait",1
"wait key at",1
"key at the",1
"can now start",1
"now start to",1
"start to put",2
"to put the",11
"put the information",1
"the screen that",1
"screen that the",1
"that the user",11
"the user would",1
"user would want",1
"would want to",1
"want to see",2
"going to populate",13
"to populate first",1
"populate first of",1
"all the system",1
"the system polling",1
"system polling and",1
"polling and we'll",1
"and we'll create",3
"create a little",1
"a little function",2
"little function to",2
"function to return",5
"to return that",2
"return that value",1
"These functions of",1
"functions of course",1
"of course are",1
"course are just",1
"are just dummy",1
"just dummy functions",1
"If you were",1
"you were writing",1
"were writing this",1
"writing this for",1
"this for real",1
"for real each",1
"real each of",1
"of these functions",3
"these functions would",1
"functions would perform",1
"would perform whatever",1
"perform whatever is",1
"whatever is needed",1
"is needed to",1
"needed to get",1
"get the information",3
"the information that",5
"information that you",1
"wish to display",1
"to display to",1
"So this again",1
"this again is",2
"again is a",2
"simple function just",1
"function just to",1
"just to demonstrate",1
"to demonstrate different",1
"demonstrate different text",1
"different text appearing",1
"text appearing on",1
"appearing on the",5
"using the random",3
"number generator here",1
"generator here to",1
"here to generate",1
"to generate a",1
"generate a number",1
"a number either",1
"number either of",1
"either of a",1
"of a 1",1
"a 1 or",1
"1 or a",1
"or a 2",1
"it's a 1",1
"a 1 we",1
"1 we will",1
"we will return",4
"return the word",2
"the word active",2
"it's a 2",1
"a 2 we",1
"2 we will",1
"the word inactive",2
"It's important when",2
"important when you're",1
"when you're using",1
"you're using this",1
"using this on",1
"this on the",2
"the console that",1
"console that the",1
"that the strings",1
"the strings you",1
"strings you put",1
"you put in",1
"put in within",1
"in within this",1
"within this loop",1
"this loop are",1
"loop are of",1
"are of the",1
"the same length",2
"we put the",4
"put the word",5
"word inactive in",1
"inactive in first",1
"in first and",1
"first and then",1
"and then in",2
"then in the",2
"in the next",4
"the next loop",1
"next loop we",3
"loop we put",1
"word active in",1
"Since the string",1
"the string active",1
"string active is",1
"active is shorter",1
"is shorter than",1
"shorter than inactive",1
"than inactive it",1
"inactive it would",1
"it would not",1
"would not overwrite",1
"not overwrite the",1
"overwrite the last",1
"last two letters",1
"two letters of",1
"letters of inactive",1
"But if we",1
"if we make",3
"we make them",1
"make them all",1
"them all the",1
"all the same",1
"same length that",1
"length that will",1
"will not be",3
"not be a",1
"be a problem",1
"And to simulate",1
"to simulate what",1
"simulate what we'd",1
"what we'd be",1
"we'd be doing",1
"be doing in",1
"doing in a",1
"in a live",1
"a live situation",1
"live situation we're",1
"situation we're going",1
"put a sleep",1
"a sleep command",2
"sleep command in",2
"command in here",1
"Otherwise the loop",1
"the loop will",1
"loop will run",1
"will run so",1
"run so fast",1
"so fast you'll",1
"fast you'll hardly",1
"you'll hardly see",1
"hardly see anything",1
"see anything on",1
"anything on the",1
"So we're putting",2
"we're putting a",3
"putting a sleep",1
"command in for",1
"in for of",1
"for of one",1
"of one and",1
"one and a",1
"and a half",1
"a half seconds",1
"half seconds for",1
"seconds for each",1
"for each loop",1
"application now we'll",1
"now we'll see",2
"we'll see it",1
"it displays inactive",1
"displays inactive and",1
"inactive and active",1
"and active randomly",1
"And then after",1
"then after 10",1
"after 10 iterations",1
"10 iterations of",1
"iterations of the",1
"the loop the",1
"loop the program",1
"program will terminate",1
"So we go",2
"we go back",6
"to the pb_main",2
"the pb_main function",6
"pb_main function and",5
"function and we",1
"can put some",1
"put some more",1
"some more printing",1
"more printing in",1
"Again specifying the",1
"specifying the row",1
"the column that",1
"column that the",1
"that the text",3
"the text is",5
"text is to",1
"is to go",1
"to go into",2
"And we'll reduce",1
"we'll reduce the",1
"reduce the delay",1
"the delay down",1
"delay down slightly",1
"And run once",1
"run once more",1
"Now we're getting",1
"getting the CPU",1
"the CPU load",2
"CPU load, again",1
"again as a",2
"as a random",1
"a random number",7
"random number, in",1
"this case between",2
"case between the",1
"between the values",1
"the values 60",1
"values 60 and",1
"60 and 85",1
"as we're displaying",1
"this in white",1
"in white it's",1
"white it's quite",1
"it's quite easy",2
"quite easy to",3
"easy to discern",1
"to discern on",1
"discern on the",1
"So we'll put",1
"we'll put two",1
"two more pieces",1
"more pieces of",1
"of information on",4
"on our screen",1
"And these are",1
"are the additional",1
"the additional bits",1
"additional bits of",1
"bits of information",2
"of information also",1
"information also appearing",1
"also appearing on",1
"appearing on row",1
"row 8 but",1
"8 but further",1
"but further along",1
"further along in",1
"along in the",1
"in the columns",1
"number generator to",3
"generator to go",1
"to go from",2
"go from a",1
"a number between",4
"number between 30",1
"between 30 and",1
"30 and 80",1
"and 80 and",1
"80 and displaying",1
"and displaying this",1
"displaying this on",1
"As the numbers",1
"the numbers here",1
"numbers here are",1
"here are both",1
"are both going",1
"both going to",1
"to be two",1
"be two characters",1
"two characters it",1
"characters it won't",1
"it won't cause",1
"won't cause a",1
"cause a problem",1
"But in this",3
"in this bottom",1
"this bottom one",1
"bottom one where",1
"one where we're",1
"where we're doing",1
"doing a random",1
"random number between",4
"number between 10",1
"between 10 and",1
"10 and 2250",1
"and 2250 these",1
"2250 these will",1
"will be turned",1
"be turned different",1
"turned different lengths",1
"different lengths in",1
"lengths in the",1
"in the string",2
"So I'm using",1
"I'm using the",7
"using the RSET$",1
"the RSET$ command",1
"RSET$ command to",1
"command to right",1
"to right justify",1
"right justify the",1
"justify the text",1
"text and it's",2
"and it's going",4
"it's going to",15
"to be in",1
"be in a",2
"in a 5",1
"a 5 character",1
"5 character limit",1
"So all the",2
"the text will",1
"text will be",1
"will be pushed",1
"be pushed to",1
"pushed to the",1
"to the right",4
"the right hand",3
"right hand side",3
"Therefore nothing will",1
"nothing will be",1
"will be left",1
"be left on",1
"left on screen",1
"on screen from",1
"screen from the",1
"from the previous",5
"the previous iteration",1
"try running the",33
"running the application",24
"now we will",20
"will see we're",4
"see we're getting",5
"getting the polling",1
"the polling, the",1
"CPU load, the",1
"the response time",1
"time and the",1
"and the user",6
"the user count",1
"user count quite",1
"count quite successfully",1
"quite successfully appearing",1
"successfully appearing on",1
"So you can",10
"see we can",3
"we can quite",10
"quite easily build",1
"easily build up",1
"build up information",1
"up information on",1
"screen using only",1
"using only a",1
"only a very",1
"a very few",1
"very few console",1
"few console commands",1
"in summary what",9
"summary what we've",9
"today is we've",6
"is we've used",2
"we've used console",1
"used console commands",1
"console commands to",1
"commands to set",1
"up a console",1
"a console of",1
"console of a",1
"of a fixed",1
"a fixed size",1
"fixed size, make",1
"make it a",2
"it a virtual",1
"a virtual screen",1
"virtual screen to",1
"screen to allow",2
"us to increase",1
"to increase it",1
"increase it should",1
"it should we",1
"should we wish",1
"wish to do",5
"to do so",2
"We have prepared",1
"have prepared our",1
"prepared our screen",1
"our screen, used",1
"used the clear",1
"the clear screen",1
"clear screen command",1
"screen command to",1
"command to clear",2
"created a function",2
"a function to",5
"function to display",3
"to display static",1
"display static headers",1
"static headers and",1
"headers and we've",1
"and we've used",2
"we've used a",4
"used a loop",1
"a loop to",2
"to display information",4
"display information using",1
"information using a",1
"using a delay",1
"a delay on",1
"delay on the",1
"screen to our",1
"to our user",2
"our user in",2
"user in different",1
"in different colors",1
"different colors using",1
"colors using a",1
"using a standard",1
"a standard, generic",1
"generic print to",1
"to console command",1
"specify the row",1
"row and column",1
"and column, the",1
"text and the",1
"and the color",3
"the color of",1
"color of the",1
"the text to",2
"text to display",1
"With these few",1
"these few commands",1
"few commands you",1
"commands you can",3
"console compiler to",1
"compiler to display",1
"display information to",2
"a user quite",1
"user quite easily",1
"easily to allow",1
"to allow them",2
"allow them to",2
"them to monitor",1
"to monitor some",1
"monitor some background",1
"some background process",1
"find this code",10
"this code useful",9
"code useful in",10
"in your applications",21
"your applications but",4
"applications but that's",4
"to testing using",1
"testing using the",1
"using the PowerBasic",3
"by adding support",3
"support for hyperlinks",2
"for hyperlinks on",2
"hyperlinks on text",1
"on text and",1
"text and other",1
"and other enhancements",1
"other enhancements to",1
"enhancements to the",1
"to the existing",2
"the existing code",2
"We have our",12
"have our experimental",1
"our experimental browser",1
"experimental browser set",1
"browser set up",1
"set up so",1
"up so we",1
"we can display",7
"can display an",1
"display an index",1
"an index page",2
"On our index",1
"index page we",1
"we have four",3
"have four graphics",1
"of these graphics",1
"these graphics contains",1
"graphics contains a",1
"contains a hyperlink",2
"a hyperlink, allowing",1
"us to click",1
"to click on",5
"on the hyperlink",1
"the hyperlink and",1
"hyperlink and go",1
"and go to",1
"go to a",1
"to a number",1
"number of underlying",1
"of underlying pages",1
"to add today",1
"add today is",1
"is the ability",1
"I've prepared a",1
"prepared a second",1
"a second index",1
"second index page",1
"index page to",1
"page to demonstrate",1
"to demonstrate how",1
"demonstrate how this",1
"how this is",1
"So in order",9
"order to see",3
"see what we're",1
"what we're aiming",1
"we're aiming for",1
"aiming for I'm",1
"for I'm going",1
"use a chrome",1
"chrome browser and",1
"browser and we're",1
"going to drag",2
"to drag this",1
"drag this new",1
"this new index",1
"new index page",2
"index page onto",1
"page onto that",1
"onto that browser",1
"this is what",2
"is what we're",2
"what we're after",1
"The four links",1
"four links as",1
"links as we",1
"as we had",3
"we had before",2
"had before and",1
"before and a",1
"and a text",2
"a text link",1
"text link at",2
"link at the",2
"the bottom, allowing",1
"us to go",1
"to go on",2
"go on to",4
"on to a",1
"to a fifth",1
"a fifth page",1
"Also as you'll",1
"as you'll note",2
"you'll note on",1
"note on the",1
"on the chrome",1
"the chrome browser",1
"chrome browser, when",1
"when the mouse",1
"the mouse moves",1
"mouse moves over",1
"moves over one",1
"over one of",2
"of the underlying",1
"the underlying hyperlinks",1
"underlying hyperlinks, the",1
"the mouse cursor",4
"mouse cursor changes",1
"cursor changes from",1
"changes from a",1
"from a pointer",1
"a pointer to",8
"pointer to a",3
"to a hand",5
"Regardless of whether",1
"of whether it's",1
"whether it's a",1
"it's a graphic",1
"a graphic or",1
"graphic or a",1
"or a text",1
"We're also going",1
"also going to",1
"going to implement",1
"to implement that",1
"implement that functionality",1
"that functionality in",1
"functionality in our",1
"in our application",2
"But before we",4
"before we do",4
"we do that",3
"do that we're",1
"that we're going",5
"going to fix",1
"to fix one",1
"fix one bug",1
"one bug I've",1
"bug I've discovered",1
"I've discovered in",1
"discovered in the",1
"in the existing",1
"we go into",6
"go into say",1
"into say for",1
"say for example",17
"for example page",1
"example page four",1
"page four, page",1
"page four contains",1
"four contains text",1
"contains text and",1
"and a graphic",1
"The graphic has",1
"graphic has no",1
"has no underlying",1
"no underlying hyperlink",1
"Yet when we",1
"when we go",1
"we go on",2
"on to the",11
"to the graphic",2
"the graphic and",1
"graphic and click",1
"and click on",4
"on it, it's",1
"it's taking us",1
"taking us to",2
"to page one",5
"The reason for",5
"reason for this",5
"for this, as",1
"as we go",1
"we go onto",1
"go onto each",1
"onto each page",1
"each page, it's",1
"it's automatically setting",1
"automatically setting up",1
"up the hot",1
"the hot zones",1
"hot zones for",1
"zones for each",1
"of these hyperlinks",1
"Designating the x",1
"y coordinates, which",1
"which contain the",1
"contain the zone",1
"the zone, which",1
"which when clicked",1
"when clicked on",1
"clicked on will",1
"on will trigger",1
"will trigger the",1
"trigger the hyperlink",1
"These hot zones",1
"hot zones are",1
"zones are not",1
"are not being",1
"not being cleared",1
"being cleared out",1
"cleared out when",1
"out when we",1
"when we move",1
"we move from",1
"move from one",1
"from one page",1
"one page to",1
"to page two",3
"page two and",1
"two and we",2
"and we click",2
"we click up",1
"click up near",1
"up near the",1
"near the top",1
"It will go",1
"will go back",1
"back to page",2
"So that's the",1
"that's the first",1
"the first bug",2
"first bug we",1
"bug we need",1
"need to fix",1
"is a function",6
"function called render",1
"called render the",1
"HTML tags, which",1
"which is triggered",1
"is triggered each",1
"triggered each time",1
"time we load",1
"we load a",1
"load a new",1
"a new page",2
"is where we're",3
"where we're going",3
"to make the",11
"make the one",1
"the one line",1
"one line code",1
"line code change",1
"code change to",1
"change to fix",1
"to fix this",1
"fix this bug",1
"So here we",9
"here we are",6
"we are now",3
"are now in",1
"now in the",1
"in the render",3
"HTML tags function",6
"So before we",6
"before we step",1
"we step through",1
"of the tags",2
"the tags within",1
"tags within the",3
"within the HTML",2
"the HTML, we'll",1
"we'll want to",6
"want to reset",2
"reset the contents",1
"the contents of",1
"contents of the",1
"of the global",2
"the global array",5
"global array, which",1
"which contains the",4
"contains the URLs",1
"this by using",3
"using the reset",1
"the reset command",2
"reset command, followed",1
"by the name",9
"the array we",4
"array we wish",2
"wish to reset",1
"running our code",3
"our code now",6
"is our browser",2
"if we drag",1
"we drag our",1
"drag our index",2
"our index onto",1
"index onto that",1
"onto that and",1
"that and click",1
"click on page",8
"on page four",3
"on the image",1
"the image it",1
"image it is",1
"it is now",3
"is now no",1
"now no longer",1
"no longer linking",1
"longer linking back",1
"linking back to",1
"we have cured",1
"have cured the",1
"cured the first",1
"So let's drag",1
"let's drag index",1
"drag index number",1
"index number two",1
"number two onto",1
"two onto this",1
"onto this browser",1
"this browser and",1
"browser and see",1
"how it looks",1
"will see that",9
"see that each",1
"that each of",1
"of the graphical",1
"the graphical images",2
"graphical images is",1
"images is still",1
"is still appearing",1
"still appearing as",1
"appearing as normal",1
"the text link",1
"bottom of the",10
"the page going",1
"page going to",1
"going to a",1
"to a new",2
"new page five",1
"page five is",2
"five is only",1
"is only appearing",1
"only appearing as",1
"appearing as text",1
"This is because",8
"is because we're",1
"because we're not",1
"we're not handling",1
"not handling this",1
"handling this particular",1
"this particular type",2
"particular type of",2
"type of tag",1
"of tag just",1
"tag just yet",1
"So we've now",11
"we've now created",5
"now created a",5
"created a page",1
"a page five",1
"page five that",1
"five that this",1
"that this can",1
"this can actually",3
"can actually link",1
"actually link to",1
"link to when",1
"to when we",1
"get the link",1
"the link working",1
"code and make",2
"make the changes",1
"the changes to",2
"changes to allow",1
"us to handle",1
"to handle this",1
"handle this particular",1
"type of text",1
"of text hyperlink",1
"tags function is",1
"function is our",1
"is our engine",1
"our engine to",1
"engine to handle",1
"to handle all",1
"handle all HTML",1
"all HTML tagging",1
"we look further",1
"look further down",1
"further down on",1
"down on that",1
"on that, we'll",1
"we'll see these",1
"see these are",1
"all the tags",1
"the tags that",1
"tags that it",1
"that it currently",2
"it currently handles",1
"We are handling",1
"are handling the",1
"handling the A",1
"the A and",1
"A and the",1
"and the closing",2
"the closing A",2
"closing A tags",1
"A tags at",1
"tags at the",1
"the moment, but",1
"but we're going",4
"have to add",4
"to add some",6
"add some extra",1
"some extra functionality",1
"extra functionality to",1
"functionality to these",1
"to these to",1
"these to allow",1
"it to perform",1
"of all, we",9
"need to get",4
"get the data",3
"the data inside",2
"data inside the",2
"inside the tag",1
"from the index",1
"to HTML file",1
"HTML file, we",1
"we have here",3
"have here the",1
"here the tag",1
"the tag, which",1
"which is referencing",1
"is referencing page",1
"referencing page five",1
"The highlighted portion",1
"highlighted portion is",1
"portion is already",1
"is already picked",2
"already picked up",1
"picked up and",1
"up and populated",1
"and populated into",1
"populated into the",1
"into the attributes",1
"the attributes variable",1
"the go to",1
"to page five",2
"five is not",1
"is not currently",2
"not currently picked",1
"currently picked up",1
"But we have",2
"have a function",6
"a function which",7
"function which can",2
"used to pull",1
"to pull that",1
"pull that information",1
"that information back",2
"information back called",1
"back called get",1
"called get tag",1
"tag value, which",1
"which is exactly",2
"is exactly what",1
"exactly what we're",1
"So the return",1
"the return from",6
"return from this",6
"from this function",9
"this function will",4
"function will return",6
"return the text",1
"want to display",3
"to display on",3
"here we need",1
"need to differentiate",1
"differentiate between the",1
"between the graphical",1
"the graphical image",1
"graphical image, which",1
"which is within",2
"is within this",2
"within this tag",2
"this tag and",1
"tag and the",7
"and the text",3
"the text which",2
"One easy way",1
"way to do",1
"do this is",1
"is to look",3
"for the equals",1
"the equals sign",1
"If it contains",1
"it contains an",1
"contains an equals",1
"an equals, then",2
"then it is",1
"is a graphical",1
"a graphical image",1
"graphical image we're",1
"image we're attempting",1
"we're attempting to",2
"attempting to show",1
"to show to",1
"show to the",1
"If it does",1
"it does not",1
"does not contain",1
"not contain an",1
"contain an equals",1
"then it's not",1
"it's not an",1
"an image source",2
"image source, but",1
"but plain text",1
"we can test",8
"can test for",3
"test for this",1
"for this by",1
"using the in",2
"the in string",2
"in string command",2
"set a variable",2
"a variable to",5
"variable to say",1
"to say image",1
"say image is",1
"image is false",1
"This can be",9
"can be tested",1
"be tested elsewhere",1
"tested elsewhere in",1
"elsewhere in the",3
"in the code",29
"Next thing to",1
"thing to do",1
"is to reset",1
"to reset our",1
"reset our tag",1
"our tag user",1
"tag user defined",1
"user defined type",79
"So the reset",1
"reset command can",1
"command can reset",1
"can reset this",1
"reset this user",1
"this user defined",9
"We're incrementing the",1
"incrementing the URL",1
"the URL and",3
"URL and we're",2
"and we're storing",3
"we're storing the",8
"storing the URL",1
"the URL itself",2
"URL itself in",1
"itself in our",1
"in our user",3
"our user defined",14
"defined type, as",1
"as the URL",1
"the URL was",1
"URL was picked",1
"was picked up",1
"picked up previously",1
"up previously in",1
"previously in the",1
"So having got",2
"having got this",1
"got this far",4
"this far, we",1
"need to print",1
"to print this",1
"print this text",1
"this text onto",2
"text onto the",2
"onto the graphical",1
"the graphical canvas",1
"function called print",2
"called print data",2
"print data whose",1
"data whose job",1
"job it is",4
"it is to",4
"is to perform",1
"to perform this",4
"perform this, we're",1
"to change the",13
"change the existing",1
"the existing print",1
"existing print data",1
"print data command",1
"data command to",2
"command to accept",1
"to accept additional",1
"accept additional parameters",1
"going to pass",3
"to pass ref",1
"pass ref tag",1
"ref tag and",1
"tag and we're",1
"to pass our",1
"pass our user",1
"tag is either",1
"is either going",1
"either going to",1
"to be true",3
"be true or",2
"true or false",6
"the user defined",18
"defined type is",4
"type is going",1
"used to store",1
"store the hot",1
"the hot zone",1
"hot zone, which",2
"is the URL",3
"the URL, just",1
"just as we",10
"we did for",1
"did for the",1
"for the graphical",1
"print data function",4
"data function and",1
"function and add",1
"and add these",1
"add these extra",2
"these extra parameters",2
"So here are",3
"here are the",2
"are the two",3
"the two extra",2
"two extra parameters",1
"extra parameters for",1
"parameters for this",1
"for this function",2
"this function, the",1
"ref tag variable",1
"tag variable and",1
"Print data is",1
"data is called",1
"called from elsewhere",2
"from elsewhere in",2
"have to ensure",1
"to ensure that",6
"ensure that everywhere",1
"that everywhere it's",1
"everywhere it's called",1
"it's called, these",1
"these two additional",1
"two additional parameters",2
"additional parameters are",1
"parameters are included",1
"do that, I'm",1
"to add on",2
"add on a",1
"on a couple",1
"couple of extra",1
"of extra local",1
"extra local variables",1
"These I'm going",1
"to call image",1
"call image width",1
"image width and",2
"width and image",1
"and image height",1
"We're creating these",1
"creating these two",1
"two variables to",1
"variables to contain",2
"contain the width",1
"the width and",15
"width and the",8
"and the height",7
"the height of",10
"height of our",5
"of our text",3
"our text hyperlink",3
"This information is",2
"information is needed",1
"is needed as",1
"needed as we",1
"as we need",1
"need to store",4
"to store this",2
"store this information",2
"this information in",1
"information in the",5
"in the global",1
"the user clicks",11
"user clicks on",7
"clicks on the",6
"on the graphics",19
"the graphics control",33
"graphics control, we",1
"we know whether",1
"know whether they've",1
"whether they've clicked",1
"they've clicked on",1
"clicked on a",1
"on a hot",1
"which will trigger",1
"will trigger a",1
"trigger a call",1
"to a hyperlink",1
"to do that",6
"do that, we'll",1
"need to change",3
"to change this",2
"change this line",1
"This is looking",1
"is looking to",1
"looking to see",3
"see whether our",1
"whether our string",1
"our string coming",1
"string coming in",1
"coming in as",1
"in as image",1
"as image source",1
"image source equals",1
"source equals within",1
"equals within it",1
"change this so",1
"this so it's",1
"so it's looking",1
"it's looking for",1
"for a href",1
"a href equals",1
"To tell whether",1
"tell whether it's",1
"whether it's an",1
"an embedded image",3
"embedded image or",1
"image or a",1
"or a hyperlink",1
"us to set",1
"set the global",1
"the global X",5
"global X and",5
"and Y positions",1
"Y positions of",1
"positions of the",1
"But before this",1
"before this section",1
"need to determine",1
"to determine the",4
"determine the height",1
"the height and",4
"height and width",3
"and width of",3
"width of the",11
"is done by",1
"done by testing",1
"by testing our",1
"testing our ref",1
"our ref tag",1
"true and the",1
"and the str",1
"the str data",2
"str data is",1
"data is not",1
"not an empty",1
"an empty length",4
"empty length string",4
"length string, then",1
"we know it's",4
"know it's a",2
"it's a text",1
"we can work",3
"can work out",3
"out the height",1
"do this quite",4
"this quite easily",8
"quite easily by",13
"easily by using",7
"using a new",1
"a new command",1
"new command called",1
"command called graphics",1
"called graphics cell",1
"graphics cell size",2
"This gives us",4
"gives us the",6
"us the height",1
"width of a",3
